,text,latitude,longitude,categoriaRotulo,Bairro
1016,Suspeitos são mortos após assalto a posto de combustíveis em sp http://t.co/xykl7zdf,-23.6522222,-46.6463889,Assalto,JABAQUARA
1017,Comerciante é morto em tentativa de assalto a bar na zona norte de sp http://t.co/nfr1zx6c,-23.504167,-46.626387,Assalto,SANTANA
1018,Policial militar à paisana é morto durante assalto em sp http://t.co/w4o1oedx,-23.479004,-46.723118,Assalto,PIRITUBA
1019,Polícia impede assalto em porta de banco na zona sul de sp http://bit.ly/popb2n,-23.591368,-46.607797,Assalto,IPIRANGA
1020,Homem morre em tentativa de assalto na zona sul de sp http://bit.ly/nma4fa,-23.6705556,-46.7816667,Assalto,CAPAO REDONDO
1021,Homem morre em confronto com a polícia após assalto no morumbi http://bit.ly/pqmqbq,-23.59619,-46.704343,Assalto,MORUMBI
1022,Via do morumbi tem um assalto a cada dois dias http://bit.ly/qmlqts,-23.59619,-46.704343,Assalto,MORUMBI
1023,Tentativa de assalto deixa baleado em avenida de sp http://bit.ly/mo7qgj,-23.674821,-46.656049,Assalto,CIDADE ADEMAR
1024,Policial à paisana morre durante tentativa de assalto em sp http://bit.ly/mm1lev,-23.604198,-46.679439,Assalto,ITAIM BIBI
1025,"@kazuo_y_mng ai sim, assalto a padaria da esquina e ja era!hahahaha",-23.4400301,-46.7171477,Assalto,JARAGUA
1026,@rstnoar assalto na radial leste. metrô belém! lenditão no trecho. http://t.co/abeww47,-23.54390189,-46.59034508,Assalto,BELEM
1027,Assalto a joalheria de shopping na zona leste de sp termina com ferido http://bit.ly/joiksl,-23.533333,-46.449997,Assalto,ITAQUERA
1028,Suspeitos de assalto a churrascaria são detidos na zona oeste de sp http://bit.ly/mcyifx,-23.519883,-46.704343,Assalto,LAPA
1029,Quadrilha rende funcionários durante assalto a banco na zona sul de sp http://bit.ly/koho1g,-23.5489433,-46.6388182,Assalto,REPUBLICA
1030,Pais de jovem morto em assalto estão sob efeito de remédios http://bit.ly/ignhwt,-23.633333,-46.766667,Assalto,CAMPO LIMPO
1031,Tentativa de assalto termina com ferido em sp http://bit.ly/je8raz,-23.5489433,-46.6388182,Assalto,REPUBLICA
1032,Trânsito parado na zona sul. assalto em banco com tiroteio fechou av. ibirapuera.  valei me são jorge!,-23.58759301,-46.65260535,Assalto,MOEMA
1033,Suspeitos são presos após tentativa de assalto na zona leste de sp http://bit.ly/fer5oy,-23.491389,-46.474444,Assalto,ERMELINO MATARAZZO
1034,"'foi tiro para todo lado', diz homem que viu assalto a caixa eletrônico http://bit.ly/ea25p8",-23.8018358,-46.6512239,Assalto,GRAJAU
1035,@brunabtcn nem fala nisso... hoje presenciei um assalto/sequestro,-23.69096341,-46.67540105,Assalto,CAMPO GRANDE
1036,Três são presos após tentativa de assalto a empresa em sp http://bit.ly/f5tos0,-23.503222,-46.656049,Assalto,CASA VERDE
1037,@feowczarek assalto é bondade. ate minhas roupas foram. tudo que tava no carro.,-23.58754092,-46.73983389,Assalto,VILA SONIA
1038,"Comerciante é baleado em assalto no brás, sp http://t.co/njg4wjsn",-23.5489433,-46.6388182,Assalto,REPUBLICA
1039,Duas pessoas ficam feridas após assalto na avenida paulista http://t.co/tjjty9ev,-23.5489433,-46.6388182,Assalto,REPUBLICA
1040,@gascott182 assalto a banco,-23.53526298,-46.65839242,Assalto,SANTA CECILIA
1041,Criminosos são presos após assalto a banco na região central de sp http://t.co/gv1ncv7i,-23.5489433,-46.6388182,Assalto,REPUBLICA
1042,Carro fica sem combustível e suspeito de assalto é preso em sp http://t.co/93zsab2y,-23.59619,-46.704343,Assalto,MORUMBI
1043,Câmeras de segurança registram assalto a pai com filho no colo em sp http://t.co/xmuih3g7,-23.62611,-46.598052,Assalto,SACOMA
1044,Policial militar à paisana é morto durante assalto em sp http://t.co/in2trkib,-23.479004,-46.723118,Assalto,PIRITUBA
1045,Em casa. testemunhei as 18h40m no início da av.  pompéia um motoqueiro que deu três tiros em um assalto a um carro. deus tenha piedade!,-23.53547948,-46.56640474,Assalto,TATUAPE
1046,Homens são presos após tentativa de assalto a restaurante em sp http://t.co/lmj3rao,-23.586112,-46.634997,Assalto,VILA MARIANA
1047,@leolive cuidado!!! se segura aí!!! “@portalr7: urgente: bandidos começam a liberar reféns após assalto a ônibus no centro do rio”,-23.56717714,-46.51742121,Assalto,ARICANDUVA
1048,Acabei so sofrer uma tentativa de assalto... na porta de casa. sensacao ruim... mas a cara dele deve estar latejando! o dj virou badboy kkkk,-23.59723304,-46.67479483,Assalto,ITAIM BIBI
1049,"Após assalto a residência, dupla em fuga causa acidente na zona leste de sp http://bit.ly/nmwmkd",-23.5489433,-46.6388182,Assalto,REPUBLICA
1050,Homem morre em confronto com a polícia após assalto no morumbi http://bit.ly/mru0tz,-23.59619,-46.704343,Assalto,MORUMBI
1051,Homem morre em confronto com a polícia após assalto no morumbi http://bit.ly/q1dtsb,-23.59619,-46.704343,Assalto,MORUMBI
1052,Via do morumbi tem um assalto a cada dois dias http://bit.ly/nlkxo2,-23.59619,-46.704343,Outros,MORUMBI
1053,Polícia impede assalto a idosos na porta de casa no morumbi http://bit.ly/nwplf4,-23.5489433,-46.6388182,Assalto,REPUBLICA
1054,Vídeo mostra assalto a dono de carro de luxo em são paulo http://bit.ly/oqyp11,-23.59265,-46.620525,Assalto,VILA MARIANA
1055,"Rt @sarquisfilho: assalto aqui no avennida shopping, 5 caras armados ate os dentes.",-23.6040866,-46.693435,Assalto,ITAIM BIBI
1056,Tentativa de assalto deixa morto na zona sul de sp http://bit.ly/lv2dyu,-23.6715097,-46.6461577,Assalto,CIDADE ADEMAR
1057,Policial reage a assalto e fica ferido na zona leste de sp http://bit.ly/j3capv,-23.491389,-46.474444,Assalto,ERMELINO MATARAZZO
1058,Polícia prende suspeitos de assalto na zona leste de sp http://bit.ly/igzf9y,-23.55,-46.4158333,Assalto,GUAIANASES
1059,Polícia prende suspeitos de assalto na zona leste de sp http://bit.ly/m3cwhs,-23.55,-46.4158333,Assalto,GUAIANASES
1060,"@lpreeto a festa acabou pra gente qdo aconteceu o assalto. f*da, né :( @skolsensation",-23.62591978,-46.66307116,Assalto,CAMPO BELO
1061,Polícia prende suspeitos de assalto após testemunha seguir trio http://bit.ly/jzehna,-23.5742469,-46.7236754,Assalto,BUTANTA
1062,Morre homem baleado após assalto em shopping da zona leste de sp http://bit.ly/kedpem,-23.533333,-46.449997,Assalto,ITAQUERA
1063,Assalto a joalheria de shopping na zona leste de sp termina com ferido http://bit.ly/kbsrn8,-23.533333,-46.449997,Assalto,ITAQUERA
1064,Dois homens são mortos na zona leste de sp em tentativa de assalto http://bit.ly/k0ctsj,-23.559166,-46.598052,Assalto,MOOCA
1065,Trio com fuzil troca tiros com segurança em tentativa de assalto http://bit.ly/k6bpaa,-23.59619,-46.704343,Assalto,MORUMBI
1066,Funcionários de mansão são feitos reféns durante assalto em sp http://bit.ly/ihu7s0,-23.5489433,-46.6388182,Assalto,REPUBLICA
1067,"@read_marcelo ae mano, li sobre o assalto hj de manhã.. como vc tá?",-23.51936817,-46.70232296,Assalto,LAPA
1068,Suspeitos de assalto a churrascaria são detidos na zona oeste de sp http://bit.ly/miqbnx,-23.519883,-46.704343,Assalto,LAPA
1069,Empresário é morto na frente da família durante assalto em sp http://bit.ly/lflz8m,-23.5489433,-46.6388182,Assalto,REPUBLICA
1070,Tentativa de assalto termina com ferido em sp http://bit.ly/kxtp0t,-23.5489433,-46.6388182,Assalto,REPUBLICA
1071,"'foi tiro para todo lado', diz homem que viu assalto a caixa eletrônico http://bit.ly/enpggm",-23.8018358,-46.6512239,Assalto,GRAJAU
1072,Assalto a caixa eletrônico deixa baleados na zona sul de sp http://bit.ly/icz7bn,-23.8018358,-46.6512239,Assalto,GRAJAU
1073,Jovem morre após reagir a tentativa de assalto em sp http://bit.ly/fc6pqj,-23.5489433,-46.6388182,Assalto,REPUBLICA
1074,"@tatiouts há prédios e invasão em artur alvim, invadiram aliás cdhu, pq não podem invadir prédios abandonados no centro?!",-23.573838,-46.5031143,Outros,CIDADE LIDER
1075,@_gonzarodriguez outra invasão portenha??,-23.54240231,-46.7026036,Outros,ALTO DE PINHEIROS
1076,De acordo com minha mãe rolou uma invasão de baratas em casa hoje. ai eu pergunto pra que ela tem que contar justo isso pra mim?,-23.5422855,-46.5039416,Outros,VILA MATILDE
1077,"Invasão de terreno de torre de transferência de energia na r constantino de souza leão x r cipolandia! e aí, @prefsp? cc @gloria_vanique",-23.64246056,-46.72529757,Outros,SANTO AMARO
1078,É assim q se criam as indústrias de multas. “@estadao: sp: invasão de faixa de ônibus tem 41 multas por hora: http://t.co/q4obhmqqqr”,-23.61658022,-46.63413786,Outros,SAUDE
1079,"Tentativa de invasão a fórum termina com criança morta http://t.co/ng5y2ms1oo""",-23.5577895,-46.6605487,Outros,CONSOLACAO
1080,"@zaynpertubado tu ta querendo mesmo ver o sol nascer quadrado,  primeiro a bomba, depois a bigamia e a agr a invasão, criminosa",-23.6620363,-46.7512136,Outros,JARDIM SAO LUIS
1081,Minha vó acabo de fala pra mim não subir lá pra cima por causa da invasão nos prédinhos kkkkkkkkkk.  mal sabe ela que eu tenho um ap lá kkkk,-23.5528152,-46.4417555,Outros,JOSE BONIFACIO
1082,": novo hamburgo (rs) - invasão, depredação e saques no antigo albergue http://t.co/1xdnzybosk”",-23.62705353,-46.64653931,Outros,SAUDE
1083,"Http://t.co/sp3eejqt: dois adolescentes, de 15 anos de idade, foram apreendidos por policiais da 9ª delegacia... http://t.co/fhyobwbz",-23.55902666,-46.64960937,Outros,BELA VISTA
1084,Minha cama hj de manha .... invasão de pelucias (@ casadamenina) [pic]: http://t.co/a3zku534,-23.58233751,-46.63674616,Outros,VILA MARIANA
1085,Cobrador diz que ficou no meio de fogo cruzado em invasão a banco http://t.co/xahj6irk,-23.5856831,-46.7603042,Outros,RIO PEQUENO
1086,Homem é preso após invasão de prédio no centro de sp http://t.co/gvh2lvt7,-23.5489433,-46.6388182,Outros,REPUBLICA
1087,Três crianças apreendidas após invasão de hotel voltam para as ruas http://t.co/lckyhmp,-23.586112,-46.634997,Outros,VILA MARIANA
1088,Manicure foi torturada e morta por ter roubado r$ 27 mil e não por furto de biscoitos http://t.co/1dwiaiqdii,-23.4532061,-46.7057092,Roubo,BRASILANDIA
1089,"@avrilsrock sei que está com medo da cagada que fez. quer um conselho?  se entregue, talvez a pena por invasão de privacidade seja menor.",-23.5991077,-46.6187301,Outros,CURSINO
1090,Adolescentes são detidos após invasão a residência em sp http://t.co/vyqfslvp,-23.570436,-46.68502,Outros,PINHEIROS
1091,Adolescentes são detidos após invasão a residência em sp http://t.co/pv9xsktq,-23.570436,-46.68502,Outros,PINHEIROS
1092,Estes dias fui assaltado por uma meliante mirim. ela comeu sozinha uma caixa de bis e um trident. mas ela é do bem e deixou uma “cópia” do produto do furto.… https://t.co/idsjumupwx,-23.55,-46.6333,Assalto,SE
1093,"Tentativa de furto do nosso veículo 002, é uma pena q ladrão não conheça tecnologia, desejamos tudo em dobro para vc q sabe quem é!!!",-23.53345107,-46.66777854,Furto,PERDIZES
1094,Na rua foi varios furto kkkkkk,-23.5117733,-46.5496529,Furto,PENHA
1095,Homens são baleados e morrem após invasão a casa em sp http://t.co/2att8wfv,-23.519883,-46.704343,Outros,LAPA
1096,Homens são baleados e morrem após invasão a casa em sp http://t.co/t7qulrv1,-23.519883,-46.704343,Outros,LAPA
1097,@anacarazzi chama a policia!! isso é invasão de domicilio,-23.67190945,-46.69048023,Outros,CAMPO GRANDE
1098,Reféns são liberados após invasão a loja em bairro nobre http://bit.ly/jc6scf,-23.5489433,-46.6388182,Outros,REPUBLICA
1099,"O outro, antes do furto, também ia pra assistência.  nunca mais na vida, compro qualquer coisa dessa marca medíocre.",-23.4873695,-46.6572781,Furto,CASA VERDE
1100,O futuro parque da v. brasilandia sofreu invasão. lutamos junto com a população pela implantação do parque em região tão carente.,-23.63444157,-46.70014468,Outros,SANTO AMARO
1101,"Um crime ambiental grave essa invasão do futuro parque da v. brasilandia. derrubada de 200 arvores, fogo, matança de animais. prefeitura aja",-23.57732099,-46.64426989,Outros,VILA MARIANA
1102,Invasão na paulista @ avenida paulista http://t.co/3eoyovri,-23.55887552,-46.65973457,Outros,JARDIM PAULISTA
1103,Homens são baleados e morrem após invasão a casa em sp http://t.co/rwar38ay,-23.519883,-46.704343,Outros,LAPA
1104,“@g1: homens são baleados e morrem após invasão a casa em sp http://t.co/nuz5gmlc” bandos de fdp,-23.60167303,-46.64255037,Outros,SAUDE
1105,"Responsabilidade civil 

tj/sp - aplicativo de delivery indenizará por furto de entregador

decisão reconhece responsabilidade objetiva do empregador.

a 42ª vara cível da comarca da capital condenou empresa de… https://t.co/q7i2hw6lxv",-23.54078,-46.63867,Furto,REPUBLICA
1106,"Depois de presenciar um furto aqui, vou embora pra não entrar em depressão. (at @zaraclothes in são paulo, sp) https://t.co/8x14s6hkfj",-23.52645445,-46.68138027,Furto,BARRA FUNDA
1107,"O truta foi meu colega de classe na quarta série: ""ex-jogador piá volta a ser preso por furto a caixa eletrônico"" http://t.co/kfav5zyjdx",-23.585085,-46.612686,Furto,IPIRANGA
1108,"@lucasmanetta hahahahahhaha não fui assaltada, foi um furto. mão leve. eu nem vi, só reparei quando o cel não tava mais na bolsa",-23.6291091,-46.73234,Furto,VILA ANDRADE
1109,"To falando pra ela faz 1 hr que o wifi ta caindo dai ela me fala, mais aqui em casa não ta caindo sendo que eu furto o wifi da casa dela u.u",-23.4992,-46.65405,Furto,CASA VERDE
1110,"O babaca que tentou roubar a hornet que o diga! ---&gt; ""@pmesp: o roubo e furto de motocicletas vêm sendo uma prática combatida intensa... """,-23.5065785,-46.6261533,Roubo,SANTANA
1111,Http://t.co/sp3eejqt: polícia recupera objetos de furto e apreende meio quilo de drogas em lucas do rio verde. [ ].... http://t.co/bfqo8khz,-23.55902666,-46.64960937,Furto,BELA VISTA
1112,Não gostei nadinha desse furto inesperado..,-23.4858384,-46.5857041,Furto,VILA MEDEIROS
1113,@augustodazevedo @sigaoflavio @profgjunqueira @madeiradez @ph_prof. estelionato e furto,-23.54888605,-46.69245665,Furto,PINHEIROS
1114,Http://t.co/sp3eejqt: um furto inusitado prejudicou o domingo de alguns moradores da quadra nove da rua castro... http://t.co/peqzwbua,-23.55902666,-46.64960937,Furto,BELA VISTA
1115,Polícia investiga morte de homem suspeito de furto de fios em sp http://t.co/6xrisbtf,-23.5396733,-46.6339481,Furto,REPUBLICA
1116,“@veja: vídeo - câmeras registram furto em padaria http://t.co/tc2qfml8” gente to besta! olha as tias fazendo o rapa!,-23.6274573,-46.67361635,Furto,CAMPO BELO
1117,"Homem é preso durante tentativa de furto em pesqueiro de são roque, sp http://t.co/y0j3kg3w",-23.5489433,-46.6388182,Furto,REPUBLICA
1118,Cinco são presos após tentativa de furto a carro alugado por turistas http://t.co/c0ngggq,-23.570436,-46.68502,Furto,PINHEIROS
1119,"“@ameneghini: após o furto da minha bike na sexta no estacionamento oferecido pelo octávio café, ninguém de lá quer saber em me ressarcir.”",-23.50141419,-46.62239394,Furto,SANTANA
1120,"Aff's acabei de presenciar uma tentativa de furto aqui na luz. os caras, foram revistados e apreendidos. e devolveram a carteira pro dono.",-23.5348929,-46.6368842,Furto,BOM RETIRO
1121,"Tem uma kombi dando role com o alarme ligado, sinto cheiro de furto por sujeito inexperiente",-23.5642482,-46.6505763,Furto,BELA VISTA
1122,Http://t.co/yps7qn0rad: os três italianos que estavam a ser investigados há seis meses por suspeitas de se... http://t.co/qqdmeobemv,-23.55902666,-46.64960937,Outros,BELA VISTA
1123,"Http://t.co/sp3eejqt: um homem condenado pelos crimes de furto qualificado e falsidade ideológica, cometidos no... http://t.co/2ucfqdlo",-23.55902666,-46.64960937,Furto,BELA VISTA
1124,"“@folha_com: dois pms são presos por furto a caixas eletrônicos no interior de sp. http://t.co/8bdeanib”
viva a policia militar!",-23.67448026,-46.63968094,Furto,CIDADE ADEMAR
1125,Polícia investiga morte de homem suspeito de furto de fios em sp http://t.co/yp1dc7ns,-23.5396733,-46.6339481,Furto,REPUBLICA
1126,"Foxconn registra furto de sete ipads de fábrica em jundiaí, sp http://t.co/ujn4huys",-23.5489433,-46.6388182,Furto,REPUBLICA
1127,Polícia prende condenado por furto ao masp com documentos falsos http://t.co/04tphkoi,-23.533333,-46.449997,Furto,ITAQUERA
1128,Pm prende suspeitos de furto a caixa eletrônico na região central de sp http://t.co/gg3t4ry2,-23.56028,-46.648598,Furto,BELA VISTA
1129,Pm prende suspeitos de furto a caixa eletrônico na região central de sp http://t.co/fpka2uix,-23.56028,-46.648598,Furto,BELA VISTA
1130,Pm prende suspeitos de furto a caixa eletrônico na região central de sp http://t.co/mbvcwnp6,-23.56028,-46.648598,Furto,BELA VISTA
1131,"Depois de 6 horas em função do furto do meu carro, finalmente, dormirei. e logo mais tem aerosmith.",-23.61979538,-46.67261254,Furto,CAMPO BELO
1132,Cinco são presos após tentativa de furto a carro alugado por turistas http://t.co/7upuemc,-23.570436,-46.68502,Furto,PINHEIROS
1133,"Registrando um bo de furto. sem problemas, tudo bem. (@ 91o distrito policial) http://4sq.com/hj3r6z",-23.538673,-46.730555,Furto,VILA LEOPOLDINA
1134,Os meninos da minha escola falando do justin no facebook sendo que quase todos eles tem passagem na policia por furto e por maconha,-23.4790347,-46.6633446,Furto,CACHOEIRINHA
1135,@jadetopdjian furto então.... :(((,-23.5579378,-46.6617772,Furto,JARDIM PAULISTA
1136,Criminoso foge pelo telhado após furto no centro de santos http://t.co/mr1ydipe,-23.5489433,-46.6388182,Furto,REPUBLICA
1137,Olha o furto de energia @maariiimoraes !!! fdp,-23.55688638,-46.63514434,Outros,LIBERDADE
1138,75 ocorrencias de furto no rock in rio!!,-23.65838363,-46.67038384,Furto,CIDADE ADEMAR
1139,"Um roubo de caro (@ ophicina de costura in são paulo, sp) https://t.co/gc9cgfswca",-23.62265579,-46.69813953,Roubo,SANTO AMARO
1140,@mairaritaa pena do furto qualificado da regime aberto. gabarito correto,-23.55460242,-46.63442535,Furto,SE
1141,@vejasp e tb muito furto de veiculo.ontem foi na minha cada!hoje podera ser  vc,-23.5409911,-46.7149742,Furto,ALTO DE PINHEIROS
1142,@thahfd se fudeeeeeo descobriram seu furto,-23.4760204,-46.6003955,Furto,TUCURUVI
1143,Br-news : http://t.co/yps7qn0rad: a polícia militar de concórdia atendeu a uma ocorrência de furto de veículo... http://t.co/u1ofdphjq7,-23.55902666,-46.64960937,Furto,BELA VISTA
1144,Partiu furto,-23.48875013,-46.69577829,Furto,FREGUESIA DO O
1145,Http://t.co/sp3eejqt: os dois foram flagrados furtando uma loja de materiais elétricos na avenida barão homem de... http://t.co/jonitgbo,-23.55902666,-46.64960937,Furto,BELA VISTA
1146,Ladrões são presos em fuga após furto a apartamento em sp http://t.co/0iz9birh,-23.591368,-46.607797,Furto,IPIRANGA
1147,Homem reage a tentativa de furto e imobiliza suspeito em sp http://t.co/hhssk8e4,-23.5489433,-46.6388182,Furto,REPUBLICA
1148,Homem reage a tentativa de furto e imobiliza suspeito em sp http://t.co/iwx7wa7c,-23.5489433,-46.6388182,Furto,REPUBLICA
1149,@markinhocs furto simples nao. sem vestígio nao cobre. senao qq pessoa perde e fala q foi roubado  ..,-23.56556032,-46.66487939,Furto,JARDIM PAULISTA
1150,Fazer bo na delegacia por conta do furto do religio no vallet. que delícia... not,-23.53866592,-46.66615152,Furto,PERDIZES
1151,Fazendo bo do furto do relogio gps running (@ 23º distrito policial - perdizes) http://t.co/ddxsk8vq,-23.537142,-46.665501,Furto,PERDIZES
1152,"Instalando alarme. apos a tentativa de furto, nao seria diferente... (@ sp sat) http://4sq.com/kgr19g",-23.579736,-46.720648,Furto,BUTANTA
1153,Três homens são presos em sp por suspeita de furto de veículos http://bit.ly/jav2sb,-23.5489433,-46.6388182,Furto,REPUBLICA
1154,"‘levaram tudo o que a gente tinha’, diz celso russomano sobre furto http://bit.ly/e7odmz",-23.59619,-46.704343,Furto,MORUMBI
1155,"Cheeeguei, me roubaram um selinho hoje na rua, se eu não coloca-se a mão ia ser um beijo",-23.5118608,-46.5340075,Assédio,CANGAIBA
1156,"@_velopes espero, é pq me roubaram na escola mor",-23.66348979,-46.69146249,Roubo,CAMPO GRANDE
1157,"@_danissauro sim, eu to c esse cel ate eu ganhar outro kkk me roubaram",-23.4918616,-46.7012928,Roubo,FREGUESIA DO O
1158,Só de lembrar que ontem de madrugada me assaltaram os únicos 10 reais que eu tinha da vontade de morrer,-23.59542176,-46.53903381,Assalto,SAO LUCAS
1159,"@_eaerivera me assaltaram perto de casa. pediram o celular, mas consegui escondê-lo na blusa. só perdi dinheiro e uma correntinha.",-23.5495193,-46.6155713,Assalto,BRAS
1160,@laysepacheco_ me assaltaram aqui na porta da minha vó amoreco :( levaram o carro e tudo,-23.5031055,-46.7044967,Assalto,FREGUESIA DO O
1161,Roubaram meu celular ontemmlk,-23.5015109,-46.5017442,Roubo,CANGAIBA
1162,"@violetta_bra @jorgeblancoamr eu to sem, roubaram meu celular): a mari tem",-23.50189734,-46.72499997,Roubo,PIRITUBA
1163,"@dopeddd roubaram meu celular ontem e tô em pânico ainda, aí fico nervosa e acontece isso",-23.4710475,-46.6383098,Roubo,MANDAQUI
1164,Dahora que roubaram meu celular e eu não sei a senha de nenhuma rede social minha.,-23.52277357,-46.52391947,Roubo,PENHA
1165,"Roubaram meu irmão hoje, tadinho. mas deu sorte q já ganhou outro celular",-23.6889852,-46.7711135,Roubo,JARDIM ANGELA
1166,"@_pietraz ja roubaram meu celular, fui fazer b.o sabe o que fizeram? nadinha, fizeram descaso de mim, como fazem com mt gente, rs.",-23.6751281,-46.6372822,Roubo,CIDADE ADEMAR
1167,Caótica a situação em sp; quase roubaram meu celular dentro do carro parado no farol. graças a deus está tudo certo! tks lord!,-23.4912135,-46.6175761,Roubo,SANTANA
1168,Jardinagem finalizada ... acredita q me roubaram as rosas ? @ studio livre - escola de música https://t.co/yvc22dyvvq,-23.6575,-46.6944,Roubo,CAMPO GRANDE
1169,"4 nóias me roubaram hj, um celular, um óculos e quebraram meu fone de ouvido, mas eu tenho como conseguir outros, e eles? qual perspectiva?",-23.4538927,-46.709301,Roubo,BRASILANDIA
1170,Sério.. não sei pq envieo aquela porra de áudio.. vdd.. eu tava bêbada na paulista e quase roubaram meu celular. mas o rô é foda e me ajudou,-23.555118,-46.6494539,Roubo,BELA VISTA
1171,"Quando lembro do momento em que roubaram meu celular me sinto tão agoniada, foi horrível! 😩",-23.48460687,-46.58741632,Roubo,VILA MEDEIROS
1172,"@divulgayudi é porque me roubaram o ooutro celular, aí eu perdi todos os contato.",-23.4917427,-46.4289617,Roubo,JARDIM HELENA
1173,@onekidrauhlvevo pq roubaram meu celular e tipo tinha tudo la,-23.5279704,-46.6025358,Roubo,BELEM
1174,@bizzleafeminado roubaram meu celular socorro #emabiggestfansjustinbieber,-23.6907342,-46.784644,Roubo,JARDIM ANGELA
1175,O quanto estou nervosa e desesperada sem conseguir falar com meu namorado pois roubaram junto no bolo o celular e o computador dele: muito!,-23.5714156,-46.7053866,Roubo,BUTANTA
1176,"Puta que pariu ""@mayrahc: roubaram meu celular.""",-23.4801699,-46.6691085,Roubo,CACHOEIRINHA
1177,Roubaram meu celular mes passado e tentaram roubar hj... tentaram... usheuaheuaheu,-23.55033138,-46.62878758,Roubo,SE
1178,"""@tudopelagabip: só para avisar, roubaram meu celular.."" pqpppp",-23.5382565,-46.6751355,Roubo,PERDIZES
1179,"@_velopes nossa, mais n eh a 1 vez mor, roubaram várias coisas já, celular, ipod, aparelho móvel, casaco, cinto, dinheiro e agr meu ipad",-23.66355132,-46.69150188,Roubo,CAMPO GRANDE
1180,É que eu fui assaltado e roubaram o meu celular,-23.63313161,-46.61168562,Roubo,CURSINO
1181,"Quase roubaram meu celular agora, podre!!",-23.4895417,-46.7324443,Assalto,PIRITUBA
1182,Roubaram o celular do meu amigo @obrunoromano no rock in rio ... o filho da puta que roubou é fdp mesmo! bandido,-23.54435625,-46.66197046,Roubo,CONSOLACAO
1183,Quase roubaram meu celular hoje :((,-23.6309696,-46.6994864,Roubo,SANTO AMARO
1184,Roubaram meu fone hj no metrô. porra um fone !!!!!!!!! tenho certeza q o mlk achou q o celular estava junto. e eu n vi !!! porraaaaaaa,-23.5253369,-46.5408457,Roubo,PENHA
1185,Roubaram o celular do meu pai na paulista na virada do ano.,-23.5589306,-46.6976825,Roubo,PINHEIROS
1186,Fui assaltado..roubaram meu celular...isso ai,-23.53484763,-46.6411589,Roubo,SANTA CECILIA
1187,"“@brasils2hayley: ontem no show em são paulo 
abriram minha mochila durante
a apresentação do paramore e 
roubaram meu celular!”",-23.56747416,-46.64531667,Roubo,BELA VISTA
1188,"Jabaquara roubo na agência santander na av. eng. george corbisier.
estado violência em jabuca https://t.co/g2tokv2fcm",-23.652815,-46.647168,Roubo,JABAQUARA
1189,"Quebrada ta a mil , tentaram me rouba hje mas n arrumaram nda , so roubaram o romeu 👎👎",-23.50663823,-46.53789742,Roubo,CANGAIBA
1190,"Não preciso experimentar mais nada do brasil. hoje me roubaram o celular na av paulista. ""eba!"" alô brasil.",-23.61334536,-46.75633287,Roubo,CAMPO LIMPO
1191,"Eu fico puta em saber que roubaram minha maquina e podem estar vendo todas as minhas fotos, nossa me da um odio do caralho haha",-23.64627688,-46.6675083,Roubo,JABAQUARA
1192,"Bom dia, roubaram meu celular ontem, então não me chamem no wpp 😔💔",-23.5508319,-46.3974712,Roubo,GUAIANASES
1193,@lucascoeh e eu digo se aceito via dm porque roubaram meu celular kkkkkkk,-23.4885017,-46.4267413,Roubo,JARDIM HELENA
1194,"@gab_sinhac eu to sem, roubaram meu celular gabs",-23.50208024,-46.72483523,Roubo,PIRITUBA
1195,"Quase roubaram meu celular, fui parar dentro de uma favela, levei praticamente duas horas pra chegar em casa.......",-23.47346151,-46.63789779,Roubo,MANDAQUI
1196,Poxa já roubaram meu celular.... me deixa em paz,-23.4657293,-46.6094,Roubo,TUCURUVI
1197,"Só pq roubaram o celular do meu irmao minha mae falou um bolao p ele, como se o garoto tivesse culpa .-.",-23.5490203,-46.4210349,Roubo,GUAIANASES
1198,@jjisfor roubaram meu celular sexta.,-23.58369982,-46.69784308,Roubo,MORUMBI
1199,@carolmariiinho roubaram meu celular!!! e ficaram postando essas paradas aí,-23.75537044,-46.70729247,Roubo,GRAJAU
1200,Roubaram meu celular,-23.5480262,-46.6091882,Roubo,MOOCA
1201,Eu achei o celular que me roubaram .,-23.5162055,-46.7250226,Roubo,LAPA
1202,"Me  roubaram hj,deixaram meu carro assim...mas gracas a deus q não levaram nada, so 1 gps c/defeito #setimodia http://plixi.com/p/91867155",-23.63307,-46.735261,Roubo,VILA ANDRADE
1203,E pela 1° vez na vida quase me assaltaram. iam levar meu celular o presente da minha mamãe ;c,-23.5082704,-46.5355222,Assalto,CANGAIBA
1204,Minha última foto tirada com meu celular que roubaram #de_ontem!… https://t.co/fkyr4j9q9b,-23.5583763,-46.6597366,Roubo,CONSOLACAO
1205,Roubaram meu celular... que odio,-23.5681144,-46.5481569,Roubo,VILA FORMOSA
1206,"Meu tio é tenente, roubaram o celular do meu primo hoje e o ladrão depois que descobriu, devolveu o celular na caixa do correio hahahahhahah",-23.62537295,-46.61834383,Roubo,CURSINO
1207,"@anne_lm to sem os números do wats, roubaram meu celular e perdi todos os meus contatos!!! 😭😭😭 tu ainda tem o meu?",-23.50451305,-46.6539859,Roubo,CASA VERDE
1208,Só pra avisar q ontem n era eu twittando kkkk uns nego de osasco roubaram meu celular,-23.58088715,-46.60152471,Roubo,IPIRANGA
